input,language,dialect,originregion
Quan és el teu aniversari?,Spanish,Catalan,"Catalonia, Spain"
Què t'agrada fer en el teu temps lliure?,Spanish,Catalan,"Catalonia, Spain"
Em pots recomanar un bon restaurant?,Spanish,Catalan,"Catalonia, Spain"
Como vai todo?,Spanish,Galician,"Galicia, Spain"
Encántame a praia.,Spanish,Galician,"Galicia, Spain"
Que tempo fai hoxe?,Spanish,Galician,"Galicia, Spain"
"Poderías repetilo, por favor?",Spanish,Galician,"Galicia, Spain"
Este churrasco está delicioso!,Spanish,Galician,"Galicia, Spain"
"Non te preocupes, todo sairá ben.",Spanish,Galician,"Galicia, Spain"
Queres dar unha volta polo centro?,Spanish,Galician,"Galicia, Spain"
Imos de tapas esta noite.,Spanish,Galician,"Galicia, Spain"
"Como se di ""praia"" en inglés?",Spanish,Galician,"Galicia, Spain"
Este é o mellor lugar para comer marisco.,Spanish,Galician,"Galicia, Spain"
"Non te preocupes, solucionarémolo.",Spanish,Galician,"Galicia, Spain"
Que arte tes!,Spanish,Galician,"Galicia, Spain"
Que tes planeado para o fin de semana?,Spanish,Galician,"Galicia, Spain"
Estou desexando ir á festa.,Spanish,Galician,"Galicia, Spain"
Vémonos no bar do Manuel?,Spanish,Galician,"Galicia, Spain"
Onde está o mercado de abastos?,Spanish,Galician,"Galicia, Spain"
Que majo é o teu irmán!,Spanish,Galician,"Galicia, Spain"
Imos á montaña este fin de semana.,Spanish,Galician,"Galicia, Spain"
"Non te preocupes, eu axúdote.",Spanish,Galician,"Galicia, Spain"
Como foi o teu día?,Spanish,Galician,"Galicia, Spain"
Zer moduz?,Spanish,Basque,"Basque Country, Spain"
"Ondo nago, eskerrik asko.",Spanish,Basque,"Basque Country, Spain"
Zer moduko eguna izan duzu?,Spanish,Basque,"Basque Country, Spain"
Non dago komunera?,Spanish,Basque,"Basque Country, Spain"
Zenbat balio du hau?,Spanish,Basque,"Basque Country, Spain"
"Mesedez, kafe bat eman dezakezu?",Spanish,Basque,"Basque Country, Spain"
Zer da zure izena?,Spanish,Basque,"Basque Country, Spain"
Ni Bilbon bizi naiz.,Spanish,Basque,"Basque Country, Spain"
Zein orduan izango da deitura?,Spanish,Basque,"Basque Country, Spain"
"Lagundu dezakezu, mesedez?",Spanish,Basque,"Basque Country, Spain"
Supermerkatu batera joan behar dut.,Spanish,Basque,"Basque Country, Spain"
Zer ordu da?,Spanish,Basque,"Basque Country, Spain"
Biokunezko bilkura garrantzitsu bat daukat bihar.,Spanish,Basque,"Basque Country, Spain"
Tren geltokia non dago?,Spanish,Basque,"Basque Country, Spain"
Zer da zure janaria goxoa?,Spanish,Basque,"Basque Country, Spain"
Nola heldu museora?,Spanish,Basque,"Basque Country, Spain"
Anai-alabak dauzkazu?,Spanish,Basque,"Basque Country, Spain"
Zer data da zure urtebetetzea?,Spanish,Basque,"Basque Country, Spain"
Zein gustuko duzu denboran librean egiteko?,Spanish,Basque,"Basque Country, Spain"
Com estàs?,Spanish,Valencian,"Valencian Community, Spain"
"Estic bé, gràcies.",Spanish,Valencian,"Valencian Community, Spain"
Com va el teu dia?,Spanish,Valencian,"Valencian Community, Spain"
On és el bany?,Spanish,Valencian,"Valencian Community, Spain"
Quant costa això?,Spanish,Valencian,"Valencian Community, Spain"
"Em donaries un café, si us plau?",Spanish,Valencian,"Valencian Community, Spain"
Com et dius?,Spanish,Valencian,"Valencian Community, Spain"
Visc a València.,Spanish,Valencian,"Valencian Community, Spain"
A quina hora és la cita?,Spanish,Valencian,"Valencian Community, Spain"
"Pots ajudar-me, si us plau?",Spanish,Valencian,"Valencian Community, Spain"
Necessite anar al supermercat.,Spanish,Valencian,"Valencian Community, Spain"
Quina hora és?,Spanish,Valencian,"Valencian Community, Spain"
Tinc una reunió important demà.,Spanish,Valencian,"Valencian Community, Spain"
On és l'estació de tren?,Spanish,Valencian,"Valencian Community, Spain"
Quin és el teu plat típic preferit?,Spanish,Valencian,"Valencian Community, Spain"
Com puc arribar al museu?,Spanish,Valencian,"Valencian Community, Spain"
Tens germans o germanes?,Spanish,Valencian,"Valencian Community, Spain"
Quan és el teu aniversari?,Spanish,Valencian,"Valencian Community, Spain"
Què t'agrada fer en el teu temps lliure?,Spanish,Valencian,"Valencian Community, Spain"
Em pots recomanar un bon restaurant?,Spanish,Valencian,"Valencian Community, Spain"
¿Cómo va todo?,Spanish,Aragonese,"Aragon, Spain"
Me encanta la comida aragonesa,Spanish,Aragonese,"Aragon, Spain"
¿Qué tiempo hace hoy?,Spanish,Aragonese,"Aragon, Spain"
"¿Podrías repetirlo, por favor?",Spanish,Aragonese,"Aragon, Spain"
¡Qué rico está este plato!,Spanish,Aragonese,"Aragon, Spain"
"No te preocupes, todo saldrá bien.",Spanish,Aragonese,"Aragon, Spain"
¿Quieres dar un paseo por el centro?,Spanish,Aragonese,"Aragon, Spain"
Vamos de tapas esta noche.,Spanish,Aragonese,"Aragon, Spain"
"¿Cómo se dice ""montaña"" en aragonés?",Spanish,Aragonese,"Aragon, Spain"
Este es el mejor sitio para comprar productos locales.,Spanish,Aragonese,"Aragon, Spain"
"No te preocupes, lo solucionaremos.",Spanish,Aragonese,"Aragon, Spain"
¡Qué arte tienes!,Spanish,Aragonese,"Aragon, Spain"
¿Qué tienes planeado para el fin de semana?,Spanish,Aragonese,"Aragon, Spain"
Estoy deseando ir a la fiesta.,Spanish,Aragonese,"Aragon, Spain"
¿Nos vemos en el bar de Juan?,Spanish,Aragonese,"Aragon, Spain"
¿Dónde está la parada de autobús?,Spanish,Aragonese,"Aragon, Spain"
¡Qué simpático es tu hermano!,Spanish,Aragonese,"Aragon, Spain"
Vamos a la montaña este fin de semana.,Spanish,Aragonese,"Aragon, Spain"
"No te preocupes, yo te ayudo.",Spanish,Aragonese,"Aragon, Spain"
¿Cómo ha ido tu día?,Spanish,Aragonese,"Aragon, Spain"
¿Cómo tas?,Spanish,Astur-Leonese,"Asturias and León, Spain"
"Toy bien, gracies.",Spanish,Astur-Leonese,"Asturias and León, Spain"
¿Qué tal el día?,Spanish,Astur-Leonese,"Asturias and León, Spain"
¿Ande ta el bañu?,Spanish,Astur-Leonese,"Asturias and León, Spain"
¿Cuántu cuesta esto?,Spanish,Astur-Leonese,"Asturias and León, Spain"
"¿Dame un café, por favor?",Spanish,Astur-Leonese,"Asturias and León, Spain"
¿Cómo te llamas?,Spanish,Astur-Leonese,"Asturias and León, Spain"
Vivo en Uviéu.,Spanish,Astur-Leonese,"Asturias and León, Spain"
¿A qué hora ye la cita?,Spanish,Astur-Leonese,"Asturias and León, Spain"
"¿Puedes ayudame, por favor?",Spanish,Astur-Leonese,"Asturias and León, Spain"
Necessito ir al supermercau.,Spanish,Astur-Leonese,"Asturias and León, Spain"
¿Qué hora ye?,Spanish,Astur-Leonese,"Asturias and León, Spain"
Tengo una reunión importante mañana.,Spanish,Astur-Leonese,"Asturias and León, Spain"
¿Ande ta la estación de tren?,Spanish,Astur-Leonese,"Asturias and León, Spain"
¿Cuál ye to platín favorito?,Spanish,Astur-Leonese,"Asturias and León, Spain"
¿Cómo pué llegar al muséu?,Spanish,Astur-Leonese,"Asturias and León, Spain"
¿Tienes hermanos o hermanes?,Spanish,Astur-Leonese,"Asturias and León, Spain"
¿Cuándo ye tu cumpleaños?,Spanish,Astur-Leonese,"Asturias and León, Spain"
¿Qué te presta facer nel to tiempu llibre?,Spanish,Astur-Leonese,"Asturias and León, Spain"
¿Puedes recomendame un bon restaurante?,Spanish,Astur-Leonese,"Asturias and León, Spain"
¿Qué tal la familia?,Spanish,Extremaduran,"Extremadura, Spain"
"Todo bien, gracias a Dios.",Spanish,Extremaduran,"Extremadura, Spain"
¿Dónde está el mercado?,Spanish,Extremaduran,"Extremadura, Spain"
¿Puedes decirme cómo llegar a la plaza mayor?,Spanish,Extremaduran,"Extremadura, Spain"
¿Cuál es tu color favorito?,Spanish,Extremaduran,"Extremadura, Spain"
Necesito comprar algunas frutas y verduras.,Spanish,Extremaduran,"Extremadura, Spain"
¿Cuántos años tienes?,Spanish,Extremaduran,"Extremadura, Spain"
Hoy hace mucho calor.,Spanish,Extremaduran,"Extremadura, Spain"
¿Dónde puedo encontrar un buen restaurante de comida tradicional?,Spanish,Extremaduran,"Extremadura, Spain"
Mañana tengo que ir al médico.,Spanish,Extremaduran,"Extremadura, Spain"
¿Te gustaría dar un paseo por el parque?,Spanish,Extremaduran,"Extremadura, Spain"
Este lugar es muy bonito.,Spanish,Extremaduran,"Extremadura, Spain"
¿Qué tipo de música te gusta?,Spanish,Extremaduran,"Extremadura, Spain"
Voy a visitar a mi abuela el fin de semana.,Spanish,Extremaduran,"Extremadura, Spain"
¿Sabes dónde está la farmacia más cercana?,Spanish,Extremaduran,"Extremadura, Spain"
Me encanta la comida típica de Extremadura.,Spanish,Extremaduran,"Extremadura, Spain"
¿Cuál es tu película favorita?,Spanish,Extremaduran,"Extremadura, Spain"
Esta tarde vamos a salir a tomar algo.,Spanish,Extremaduran,"Extremadura, Spain"
¿Qué planes tienes para el fin de semana?,Spanish,Extremaduran,"Extremadura, Spain"
¿Cuántos hermanos tienes?,Spanish,Extremaduran,"Extremadura, Spain"
¿Cómo estás?,Spanish,Canarian,"Canary Islands, Spain"
"Estoy bien, gracias.",Spanish,Canarian,"Canary Islands, Spain"
¿Qué tal estás hoy?,Spanish,Canarian,"Canary Islands, Spain"
¿Dónde está el baño?,Spanish,Canarian,"Canary Islands, Spain"
¿Cuánto cuesta esto?,Spanish,Canarian,"Canary Islands, Spain"
"¿Me puedes dar un café, por favor?",Spanish,Canarian,"Canary Islands, Spain"
¿Cómo te llamas?,Spanish,Canarian,"Canary Islands, Spain"
Vivo en Las Palmas.,Spanish,Canarian,"Canary Islands, Spain"
¿A qué hora es la cita?,Spanish,Canarian,"Canary Islands, Spain"
"¿Me puedes ayudar, por favor?",Spanish,Canarian,"Canary Islands, Spain"
Necesito ir al supermercado.,Spanish,Canarian,"Canary Islands, Spain"
¿Qué hora es?,Spanish,Canarian,"Canary Islands, Spain"
Tengo una reunión importante mañana.,Spanish,Canarian,"Canary Islands, Spain"
¿Dónde está la estación de autobuses?,Spanish,Canarian,"Canary Islands, Spain"
¿Cuál es tu comida favorita?,Spanish,Canarian,"Canary Islands, Spain"
¿Cómo puedo llegar al museo?,Spanish,Canarian,"Canary Islands, Spain"
¿Tienes hermanos o hermanas?,Spanish,Canarian,"Canary Islands, Spain"
